election_year,pc_name,pc_no,type_category,state,winning_candidate,party,electors,votes,turnout,margin,margin_percent
1998,Gulbarga,2,GEN,Karnataka,Baswaraj Patil Sedam,Bharatiya Janta Party,"12,74,111","7,51,734",59.0 %,"1,31,798",17.5%
1998,Guna,4,GEN,Madhya Pradesh [1947 - 1999],Rajmata Vijaya Raje Scindia,Bharatiya Janta Party,"12,16,266","7,34,181",60.4 %,"1,02,998",14.0%
1998,Guntur,15,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,"12,64,693","7,60,884",60.2 %,"57,347",7.5%
1998,Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,"10,91,312","7,12,706",65.3 %,"1,06,833",15.0%
1998,Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,"12,05,016","7,25,651",60.2 %,"26,279",3.6%
1998,Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,"10,67,712","8,02,854",75.2 %,"1,77,561",22.1%
1998,Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,"8,91,303","6,40,059",71.8 %,"77,909",12.2%
1998,Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ganga Charan S/o Ram Swaroop,Bharatiya Janta Party,"10,41,426","5,87,089",56.4 %,"18,137",3.1%
1998,Hanamkonda,38,GEN,Andhra Pradesh,Chada Suresh Reddy,Telugu Desam,"11,16,538","6,30,487",56.5 %,"45,491",7.2%
1998,Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chand Tomar,Bharatiya Janta Party,"15,29,259","7,74,838",50.7 %,"1,61,962",20.9%
1998,Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Usha Varma,Samajwadi Party,"10,86,533","5,68,582",52.3 %,"15,426",2.7%
1998,Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Harpal Singh Sathi,Bharatiya Janta Party,"11,70,000","7,20,377",61.6 %,"1,29,873",18.0%
1998,Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal,"11,72,571","8,64,621",73.7 %,"31,654",3.7%
1998,Hathras,75,SC,Uttar Pradesh [1947 - 1999],Kishan Lal Diler,Bharatiya Janta Party,"11,30,805","5,37,999",47.6 %,"1,42,580",26.5%
1998,Hazaribagh,48,GEN,Bihar [1947 - 1999],Yashwant Sinha,Bharatiya Janta Party,"12,13,735","7,04,206",58.0 %,"1,63,506",23.2%
1998,Hindupur,24,GEN,Andhra Pradesh,S.Gangadhar,Indian National Congress,"11,52,897","6,71,283",58.2 %,"26,138",3.9%
1998,Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Indian National Congress,"10,36,294","6,71,786",64.8 %,"77,666",11.6%
1998,Hissar,9,GEN,Haryana,Surender Singh Barwala,Haryana Lok Dal (RASTRIYA),"10,26,332","7,33,865",71.5 %,"80,491",11.0%
1998,Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),"11,37,353","9,43,670",83.0 %,"6,116",0.6%
1998,Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,"10,89,201","7,46,475",68.5 %,"68,981",9.2%
1998,Hoshiarpur,6,GEN,Punjab,Kamal Chaudhury,Bharatiya Janta Party,"10,80,594","5,96,831",55.2 %,"65,332",10.9%
1998,Howrah,24,GEN,West Bengal,Dr Bikram Sarkar,West Bengal Trinamool Congress,"13,67,313","10,27,782",75.2 %,"6,535",0.6%
1998,Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,"15,07,135","11,02,649",73.2 %,"71,612",6.5%
1998,Ichalkaranji,47,GEN,Maharashtra,Awade Kallappa Baburao,Indian National Congress,"10,99,466","7,32,536",66.6 %,"12,194",1.7%
1998,Idukki,14,GEN,Kerala,P.C.Chacko,Indian National Congress,"10,53,290","7,19,111",68.3 %,"6,350",0.9%
1998,Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,"14,23,528","8,55,802",60.1 %,"49,852",5.8%
1998,Inner Manipur,1,GEN,Manipur,Thounaojam Chaoba Singh,Manipur State Congress Party,"6,40,500","4,36,131",68.1 %,"16,187",3.7%
1998,Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Dada Baburao Paranjpe,Bharatiya Janta Party,"11,94,689","6,52,151",54.6 %,"84,115",12.9%
1998,Jadavpur,18,GEN,West Bengal,Krishna Bose,West Bengal Trinamool Congress,"13,79,055","10,67,448",77.4 %,"78,201",7.3%
1998,Jagatsinghpur,7,SC,Orissa,Ranjib Biswal,Indian National Congress,"11,83,473","7,59,243",64.2 %,"19,929",2.6%
1998,Jahanabad,41,GEN,Bihar [1947 - 1999],Surendra Prasad Yadav,Rashtriya Janata Dal,"10,96,143","8,48,510",77.4 %,"58,907",6.9%
1998,Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,"16,22,629","7,99,930",49.3 %,"1,38,971",17.4%
1998,Jajpur,4,ST,Orissa,Rama Chandra Mallick,Indian National Congress,"11,38,819","6,26,155",55.0 %,"91,864",14.7%
1998,Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Bhanu Pratap Singh,Bharatiya Janta Party,"11,53,989","6,15,288",53.3 %,"45,640",7.4%
1998,Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Professor. S.P. Singh Baghel,Samajwadi Party,"11,08,249","6,81,911",61.5 %,"2,734",0.4%
1998,Jalgaon,17,GEN,Maharashtra,Dr.Ulhas Vasudeo Patil,Indian National Congress,"10,87,623","6,37,925",58.7 %,"56,814",8.9%
1998,Jalna,32,GEN,Maharashtra,Pawar Uttamsinh Rajdharsinh,Bharatiya Janta Party,"10,94,048","6,46,550",59.1 %,"1,808",0.3%
1998,Jalore,22,GEN,Rajasthan,Buta Singh,Independent,"12,22,674","6,87,949",56.3 %,"1,66,085",24.1%
1998,Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),"10,85,257","8,87,722",81.8 %,"1,74,975",19.7%
1998,Jammu,6,GEN,Jammu & Kashmir,Vaid Vishno Dutt,Bharatiya Janta Party,"14,42,853","7,89,529",54.7 %,"1,27,901",16.2%
1998,Jamnagar,3,GEN,Gujarat,Koradia Chandreshbhai Valjibhai (CHANDRESH PATEL),Bharatiya Janta Party,"9,26,820","4,93,374",53.2 %,"60,119",12.2%
1998,Jamshedpur,50,GEN,Bihar [1947 - 1999],Abha Mahato,Bharatiya Janta Party,"11,60,562","7,24,308",62.4 %,"97,433",13.5%
1998,Jangipur,8,GEN,West Bengal,Abul Hasnat Khan,Communist Party Of India (MARXIST),"10,71,189","8,40,406",78.5 %,"72,501",8.6%
1998,Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Charandas Mahant,Indian National Congress,"11,70,919","7,29,788",62.3 %,"44,586",6.1%
1998,Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Paras Nath Yadav,Samajwadi Party,"12,63,162","7,08,565",56.1 %,"13,426",1.9%
1998,Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Kantilal Bhuriya,Indian National Congress,"10,69,543","6,02,636",56.4 %,"82,373",13.7%
1998,Jhalawar,15,GEN,Rajasthan,Vasundhara Raje,Bharatiya Janta Party,"10,33,593","6,43,983",62.3 %,"63,567",9.9%
1998,Jhanjharpur,14,GEN,Bihar [1947 - 1999],Surendra Prasad Yadav,Rashtriya Janata Dal,"10,53,245","7,05,635",67.0 %,"37,268",5.3%
1998,Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,"12,98,180","7,82,854",60.3 %,"50,368",6.4%
1998,Jhargram,33,ST,West Bengal,Murmu Rupchand,Communist Party Of India (MARXIST),"9,71,208","8,21,526",84.6 %,"2,87,188",35.0%
1998,Jhunjhunu,4,GEN,Rajasthan,Sisram Ola,All India Indira Congress (SECULAR),"11,53,561","7,73,794",67.1 %,"37,859",4.9%
1998,Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress,"13,13,063","7,72,855",58.9 %,"5,444",0.7%
1998,Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,"10,03,081","3,46,461",34.5 %,"1,62,009",46.8%
1998,Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,"11,00,779","8,58,356",78.0 %,"1,76,061",20.5%
1998,Jullundur,4,SC,Punjab,Inder Kumar Gujral,Janata Dal,"11,12,633","6,50,836",58.5 %,"1,31,016",20.1%
1998,Junagadh,6,GEN,Gujarat,Chikhaliya Bhavanaben Devrajbhai,Bharatiya Janta Party,"10,58,322","6,22,755",58.8 %,"90,311",14.5%
1998,Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,"10,36,850","6,50,649",62.8 %,"40,215",6.2%
1998,Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Virendra Verma,Bharatiya Janta Party,"10,91,741","7,25,265",66.4 %,"62,175",8.6%
1998,Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Beni Prasad Verma,Samajwadi Party,"11,09,345","6,79,338",61.2 %,"24,971",3.7%
1998,Kakinada,7,GEN,Andhra Pradesh,Krishnamraju U.V.,Bharatiya Janta Party,"11,59,644","8,15,242",70.3 %,"67,799",8.3%
1998,Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,"10,16,062","6,21,213",61.1 %,"1,19,914",19.3%
1998,Kaliabor,11,GEN,Assam,Tarun Gogoi,Indian National Congress,"11,10,399","6,64,635",59.9 %,"2,32,335",35.0%
1998,Kanakapura,11,GEN,Karnataka,M.Srinivas,Bharatiya Janta Party,"19,21,886","12,28,049",63.9 %,"16,441",1.3%
1998,Kanara,22,SC,Karnataka,Anant Kumar,Bharatiya Janta Party,"10,86,420","7,30,812",67.3 %,"87,047",11.9%
1998,Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,"8,96,183","6,42,612",71.7 %,"59,235",9.2%
1998,Kanker,19,ST,Madhya Pradesh [1947 - 1999],Sohan Potai,Bharatiya Janta Party,"9,99,132","6,08,280",60.9 %,"54,370",8.9%
1998,Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Pradeep Kumar Yadav,Samajwadi Party,"11,55,629","7,06,324",61.1 %,"42,504",6.0%
1998,Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Jagat Veer Singh Dron,Bharatiya Janta Party,"14,01,922","6,87,998",49.1 %,"1,36,009",19.8%
1998,Kapadvanj,16,GEN,Gujarat,Chauhan Jaysinhji Manshingji,Bharatiya Janta Party,"11,03,937","7,11,794",64.5 %,"51,294",7.2%
1998,Karad,45,GEN,Maharashtra,Chavan Prithviraj Dajisaheb,Indian National Congress,"10,26,239","6,56,187",63.9 %,"1,72,907",26.4%
1998,Karimganj,1,SC,Assam,Nepal Chandra Das,Indian National Congress,"9,42,749","7,46,525",79.2 %,"10,468",1.4%
1998,Karimnagar,37,GEN,Andhra Pradesh,Chennamaneni Vidyasagar Rao,Bharatiya Janta Party,"12,48,019","7,84,303",62.8 %,"95,997",12.2%
1998,Karnal,3,SC,Haryana,Bhajan Lal,Indian National Congress,"11,37,817","8,06,138",70.9 %,"52,061",6.5%
1998,Karol Bagh,7,GEN,Delhi [1977 Onwards],Meira Kumar,Indian National Congress,"5,53,436","3,01,788",54.5 %,"4,826",1.6%
1998,Karur,26,GEN,Tamil Nadu,Thambi Durai.M,All India Anna Dravida Munnetra Kazhagam,"11,30,361","6,76,450",59.8 %,"43,673",6.5%
1998,Kasaragod,1,GEN,Kerala,T. Govindan,Communist Party Of India (MARXIST),"11,41,067","8,71,934",76.4 %,"48,240",5.5%
1998,Katihar,25,GEN,Bihar [1947 - 1999],Tariq Anawar,Indian National Congress,"10,38,547","7,15,223",68.9 %,"20,437",2.9%
1998,Katwa,40,GEN,West Bengal,Zahedi Mahboob,Communist Party Of India (MARXIST),"11,56,542","9,65,238",83.5 %,"1,38,707",14.4%
1998,Kendrapara,5,ST,Orissa,Prabhat Kumar Samantaray,Biju Janata Dal,"10,99,066","6,58,175",59.9 %,"7,825",1.2%
1998,Keonjhar,21,ST,Orissa,Upendranath Nayak,Bharatiya Janta Party,"10,56,441","6,59,477",62.4 %,"86,275",13.1%
1998,Khagaria,31,GEN,Bihar [1947 - 1999],Shakuni Choudhury,Samata Party,"10,44,743","7,54,620",72.2 %,"83,187",11.0%
1998,Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Uma Bharti,Bharatiya Janta Party,"13,02,697","8,31,222",63.8 %,"1,03,847",12.5%
1998,Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Indrajeet Mishra,Bharatiya Janta Party,"12,05,516","6,48,340",53.8 %,"2,100",0.3%
1998,Khammam,40,GEN,Andhra Pradesh,Nadendla Bhaskar Rao,Indian National Congress,"12,28,959","9,17,369",74.7 %,"11,664",1.3%
1998,Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,"10,50,679","6,59,265",62.8 %,"44,520",6.8%
1998,Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Patidar,Bharatiya Janta Party,"10,71,528","6,59,552",61.6 %,"20,679",3.1%
1998,Khed,41,SC,Maharashtra,Mohol Ashok Namdeorao,Indian National Congress,"10,59,209","6,29,904",59.5 %,"1,01,430",16.1%
1998,Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Ravi Prakash Verma,Samajwadi Party,"12,33,463","6,45,790",52.4 %,"57,881",9.0%
1998,Khunti,52,ST,Bihar [1947 - 1999],Kariya Munda,Bharatiya Janta Party,"8,33,558","4,76,050",57.1 %,"39,949",8.4%
1998,Khurja,77,SC,Uttar Pradesh [1947 - 1999],Ashok Kumar Pradhan,Bharatiya Janta Party,"12,57,489","5,79,644",46.1 %,"2,29,399",39.6%
1998,Kishanganj,23,GEN,Bihar [1947 - 1999],Taslim Uddin,Rashtriya Janata Dal,"11,29,066","7,39,665",65.5 %,"6,488",0.9%
1998,Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,"11,39,228","6,80,671",59.8 %,"97,911",14.4%
1998,Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,"11,69,792","7,86,072",67.2 %,"41,432",5.3%
1998,Kolaba,3,GEN,Maharashtra,Ramsheth Thakur,Peasants And Workers Party Of India,"11,20,507","7,21,677",64.4 %,"9,126",1.3%
1998,Kolar,10,GEN,Karnataka,K.H.Muniyappa,Indian National Congress,"10,80,364","7,80,806",72.3 %,"77,972",10.0%
1998,Kolhapur,48,GEN,Maharashtra,Mandlik Sadashiv Rao Dadoba,Indian National Congress,"10,41,201","7,20,381",69.2 %,"61,598",8.6%
1998,Kopargaon,40,GEN,Maharashtra,Tanpure Prasad Baburao,Indian National Congress,"9,35,133","6,06,478",64.9 %,"79,240",13.1%
1998,Koppal,4,SC,Karnataka,H.G.Ramulu,Indian National Congress,"12,12,089","7,26,342",59.9 %,"83,122",11.4%
1998,Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,"10,84,705","5,13,511",47.3 %,"81,516",15.9%
1998,Kota,14,GEN,Rajasthan,Ram Narain Meena,Indian National Congress,"11,59,032","7,44,645",64.3 %,"17,428",2.3%
1998,Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India (MARXIST),"9,82,587","7,19,864",73.3 %,"5,446",0.8%
1998,Krishnagar,11,GEN,West Bengal,Ajoy Mukhopadhyay,Communist Party Of India (MARXIST),"10,68,080","8,97,928",84.1 %,"40,672",4.5%
1998,Krishnagiri,14,GEN,Tamil Nadu,Munusamy K.P.,All India Anna Dravida Munnetra Kazhagam,"11,15,876","6,48,144",58.1 %,"49,349",7.6%
1998,Kurnool,26,GEN,Andhra Pradesh,Kotla Vijaya Bhaskara Reddy,Indian National Congress,"11,37,417","7,66,572",67.4 %,"12,836",1.7%
1998,Kurukshetra,2,GEN,Haryana,Kailasho Devi,Haryana Lok Dal (RASTRIYA),"10,89,508","7,73,841",71.0 %,"1,41,520",18.3%
1998,Kutch,1,SC,Gujarat,Gadhvi Pushpadan Shambhudan,Bharatiya Janta Party,"8,27,837","4,83,208",58.4 %,"61,025",12.6%
1998,Ladakh,4,GEN,Jammu & Kashmir,Syed Hussain,Jammu & Kashmir National Conference,"1,43,492","1,05,265",73.4 %,"30,557",29.0%
1998,Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,"10,57,801","7,05,158",66.7 %,"1,20,782",17.1%
1998,Lakshadweep,1,ST,Lakshadweep,P.M. Sayeed,Indian National Congress,"36,738","31,264",85.1 %,964,3.1%
1998,Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Daroga Prasad Saroj,Samajwadi Party,"13,06,839","7,07,276",54.1 %,"16,996",2.4%
1998,Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,"10,60,340","7,23,116",68.2 %,"3,327",0.5%
1998,Lohardaga,53,ST,Bihar [1947 - 1999],Indra Nath Bhagat,Indian National Congress,"9,38,513","5,24,858",55.9 %,"19,397",3.7%
1998,Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,"15,12,907","7,53,528",49.8 %,"2,16,263",28.7%
1998,Ludhiana,9,SC,Punjab,Amrik Singh Aliwal,Shiromani Akali Dal,"14,16,557","7,53,990",53.2 %,"9,212",1.2%
1998,Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Chinmayanand,Bharatiya Janta Party,"12,51,473","6,98,408",55.8 %,"41,534",5.9%
1998,Machilipatnam,12,GEN,Andhra Pradesh,Kavuru Sambasiva Rao,Indian National Congress,"9,93,538","7,00,195",70.5 %,"81,092",11.6%
1998,Madhepura,21,GEN,Bihar [1947 - 1999],Lalu Prasad,Rashtriya Janata Dal,"9,97,175","6,44,414",64.6 %,"51,983",8.1%
1998,Madhubani,13,GEN,Bihar [1947 - 1999],Dr.Shakeel Ahmad,Indian National Congress,"11,02,007","7,27,952",66.1 %,"16,485",2.3%
1998,Madras Central,2,GEN,Tamil Nadu,Murasoli Maran,Dravida Munetra Kazhagam,"12,06,719","5,97,280",49.5 %,"71,727",12.0%
1998,Madras North,1,SC,Tamil Nadu,Kuppusami C,Dravida Munetra Kazhagam,"18,80,857","8,76,109",46.6 %,"69,093",7.9%
1998,Madras South,3,GEN,Tamil Nadu,Baalu T.R.,Dravida Munetra Kazhagam,"19,36,771","9,17,040",47.4 %,"20,014",2.2%
1998,Madurai,24,GEN,Tamil Nadu,Subramanian Swamy,Janta Party,"13,49,265","6,76,204",50.1 %,"20,897",3.1%
1998,Mahabubnagar,29,GEN,Andhra Pradesh,S.Jaipal Reddy,Janata Dal,"12,31,361","7,61,072",61.8 %,"22,641",3.0%
1998,Maharajganj,6,GEN,Bihar [1947 - 1999],Prabhunath Singh,Samata Party,"9,82,307","6,72,280",68.4 %,"2,05,553",30.6%
1998,Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Pankaj Choudhari,Bharatiya Janta Party,"11,02,118","6,58,727",59.8 %,"26,940",4.1%
1998,Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Chandrashekhar Sahu (CHAMPU),Bharatiya Janta Party,"10,34,321","6,83,110",66.0 %,"47,732",7.0%
1998,Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,"12,25,797","8,03,923",65.6 %,"68,136",8.5%
1998,Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Balram Singh Yadav,Samajwadi Party,"10,92,406","6,48,244",59.3 %,"10,366",1.6%
1998,Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,"10,30,986","8,46,069",82.1 %,"49,082",5.8%
1998,Malegaon,13,GEN,Maharashtra,Kahandole Zamaru Mangalu,Indian National Congress,"10,72,090","5,15,597",48.1 %,"61,196",11.9%
1998,Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,"9,31,708","4,90,660",52.7 %,"1,31,832",26.9%
1998,Mandla,24,ST,Madhya Pradesh [1947 - 1999],Faggan Singh Kulaste,Bharatiya Janta Party,"9,64,951","5,87,431",60.9 %,"13,512",2.3%
1998,Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Dr. Laxminarayan Pandey,Bharatiya Janta Party,"11,68,925","8,48,305",72.6 %,"17,702",2.1%
1998,Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,"10,42,988","6,59,311",63.2 %,"16,486",2.5%
1998,Mandya,14,GEN,Karnataka,Ambareesh,Janata Dal,"10,67,217","7,94,821",74.5 %,"1,80,523",22.7%
1998,Mangaldoi,8,GEN,Assam,Madhab Rajbangshi,Indian National Congress,"11,78,102","7,05,749",59.9 %,"1,30,577",18.5%
1998,Mangalore,17,GEN,Karnataka,V.Dhananjaya Kumar,Bharatiya Janta Party,"9,71,958","7,15,912",73.7 %,"6,907",1.0%
1998,Manjeri,5,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,"11,74,799","8,13,036",69.2 %,"1,06,009",13.0%
1998,Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Tejveer,Bharatiya Janta Party,"11,75,879","6,31,582",53.7 %,"1,90,030",30.1%
1998,Mathurapur,16,GEN,West Bengal,Radhika Ranjan Pramanik,Communist Party Of India (MARXIST),"10,61,625","8,60,017",81.0 %,"1,01,876",11.8%
1998,Mavelikara,16,SC,Kerala,Prof. P.J. Kurien,Indian National Congress,"8,93,600","6,25,038",70.0 %,"1,261",0.2%
1998,Mayiladuturai,29,SC,Tamil Nadu,"Krishnamoorthy, K.",Tamil Maanila Congress (MOOPANAR),"9,90,666","6,43,606",65.0 %,"42,456",6.6%
1998,Mayurbhanj,1,GEN,Orissa,Salkhan Murmu,Bharatiya Janta Party,"9,28,074","6,05,559",65.3 %,"74,319",12.3%
1998,Medak,33,GEN,Andhra Pradesh,M.Baga Reddy,Indian National Congress,"12,21,385","8,03,484",65.8 %,"16,480",2.1%
1998,Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Amar Pal Singh,Bharatiya Janta Party,"12,63,086","7,62,363",60.4 %,"48,805",6.4%
1998,Mehsana,12,GEN,Gujarat,Dr. A.K.Patel,Bharatiya Janta Party,"10,80,869","7,72,492",71.5 %,"1,25,334",16.2%
1998,Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,"10,81,863","8,74,531",80.8 %,"2,75,519",31.5%
1998,Miryalguda,42,GEN,Andhra Pradesh,Baddam Narsimha Reddy,Indian National Congress,"12,27,647","8,69,759",70.9 %,"14,498",1.7%
1998,Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Virendra Singh,Bharatiya Janta Party,"13,39,838","8,65,268",64.6 %,"52,777",6.1%
1998,Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Shanker,Bahujan Samaj Party,"10,86,906","6,17,269",56.8 %,"1,495",0.2%
1998,Mizoram,1,ST,Mizoram,Dr. H. Lallungmuana,Independent,"4,42,457","3,07,767",69.6 %,41,0.0%
1998,Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Reena Chaudhary,Samajwadi Party,"11,29,438","5,94,616",52.7 %,"11,164",1.9%
1998,Monghyr,32,GEN,Bihar [1947 - 1999],"Bijoy Kumar ""bijoy""",Rashtriya Janata Dal,"11,47,447","7,84,083",68.3 %,"4,065",0.5%
1998,Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Dr. Shafiqur Rahman Barq,Samajwadi Party,"11,45,086","7,38,542",64.5 %,"36,481",4.9%
1998,Morena,1,SC,Madhya Pradesh [1947 - 1999],Ashok Chhabiram,Bharatiya Janta Party,"12,41,633","6,47,386",52.1 %,"68,121",10.5%
1998,Mormugao,2,GEN,Goa,Sardinha Francisco Caetano,Indian National Congress,"4,85,339","2,94,509",60.7 %,"7,850",2.7%
1998,Motihari,3,GEN,Bihar [1947 - 1999],Rama Devi,Rashtriya Janata Dal,"11,12,139","6,71,416",60.4 %,"88,074",13.1%
1998,Mukundapuram,10,GEN,Kerala,A.C. Jose,Indian National Congress,"10,34,337","7,52,317",72.7 %,"8,949",1.2%
1998,Mumbai North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,"21,79,254","10,31,198",47.3 %,"75,017",7.3%
1998,Mumbai North Central,6,GEN,Maharashtra,Ramdas Athawale,Republican Party Of India,"11,24,726","5,69,116",50.6 %,"25,232",4.4%
1998,Mumbai North East,7,SC,Maharashtra,Gurudas Kamat,Indian National Congress,"19,42,261","10,38,423",53.5 %,"47,452",4.6%
1998,Mumbai North West,8,GEN,Maharashtra,Madhukar Sirpotdar,Shiv Sena,"15,24,258","7,87,764",51.7 %,"19,235",2.4%
1998,Mumbai South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,"7,09,425","3,43,299",48.4 %,"21,065",6.1%
1998,Mumbai South Central,5,GEN,Maharashtra,Mohan Vishnu Rawale,Shiv Sena,"8,01,740","4,02,149",50.2 %,153,0.0%
1998,Murshidabad,9,GEN,West Bengal,Moinul Hassan,Communist Party Of India (MARXIST),"11,54,100","9,39,684",81.4 %,"1,90,466",20.3%
1998,Muvattupuzha,12,GEN,Kerala,Adv. P.C. Thomas,Kerala Congress(M),"9,98,846","6,60,851",66.2 %,"1,13,809",17.2%
1998,Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Sohanveer Singh,Bharatiya Janta Party,"12,05,588","7,12,577",59.1 %,"22,724",3.2%
1998,Muzaffarpur,10,GEN,Bihar [1947 - 1999],Captain Jai Na. Pd. Nishad,Rashtriya Janata Dal,"10,61,584","7,58,135",71.4 %,"21,923",2.9%
1998,Mysore,16,GEN,Karnataka,C.H.Vijayashankar,Bharatiya Janta Party,"12,40,108","8,58,402",69.2 %,"1,03,024",12.0%
1998,Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),"12,98,438","10,89,650",83.9 %,"41,154",3.8%
1998,Nagaland,1,ST,Nagaland,K. Asungba Sangtam,Indian National Congress,"9,26,569","4,20,714",45.4 %,"2,91,438",69.3%
1998,Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M.",Communist Party Of India,"10,21,037","6,61,129",64.8 %,"1,31,303",19.9%
1998,Nagarkurnool,28,SC,Andhra Pradesh,Dr.Mallu Ravi,Indian National Congress,"11,87,292","7,84,503",66.1 %,"19,675",2.5%
1998,Nagaur,25,GEN,Rajasthan,Ramraghunath,Indian National Congress,"11,80,477","7,42,298",62.9 %,"1,06,399",14.3%
1998,Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Tamil Maanila Congress (MOOPANAR),"10,28,393","5,99,800",58.3 %,"29,185",4.9%
1998,Nagpur,23,GEN,Maharashtra,Vilas Muttemwar,Indian National Congress,"15,23,437","8,53,523",56.0 %,"1,63,282",19.1%
1998,Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Ila Pant,Bharatiya Janta Party,"13,47,246","7,68,446",57.0 %,"15,577",2.0%
1998,Nalanda,34,GEN,Bihar [1947 - 1999],George Fernandes,Samata Party,"11,78,070","8,94,028",75.9 %,"1,15,670",12.9%
1998,Nalgonda,41,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,"13,95,535","9,10,685",65.3 %,"24,455",2.7%
